"par_1","par_2","par_3","par_4","par_5","par_6","par_7","par_8","par_9","par_10","par_11","par_12","par_13","par_14","par_15","par_16","par_17","par_18","par_19","par_20","par_21","par_22","par_23","par_24","par_25","par_26","par_27","par_28","par_mean","para_cont","para_exp","para_nl","con_1","con_2","con_3","con_4","con_5","con_mean","cred_1","cred_2","cred_3","cred_4","cred_5","cred_6","cred_mean","creds_cont","rel_spi","rel_cont","rel_group","rel_group_text","age","gender","education","urban","ses","mis","weight"
5,4,4,5,4,4,5,5,5,5,4,1,4,5,3,4,4,5,5,3,2,3,5,4,5,5,5,5,4.21428571428571,70,4,41,4,3,2,3,3,3,1,3,1,1,1,1,1.33333333333333,10,"religious-spiritual",18,2,"",56,"Vrouw",3,"other",8,FALSE,1.45985510119649
3,1,3,2,2,3,3,1,3,4,1,1,2,3,2,1,2,3,1,1,1,1,1,3,1,1,1,1,1.85714285714286,50,3,40,3,3,3,1,1,2.2,1,1,1,1,1,1,1,74,"not-religious-not-spiritual",0,NA,"",77,"Vrouw",6,"big cities",8,FALSE,0.398729114152925
2,2,2,1,2,3,3,2,2,1,4,1,2,2,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1.71428571428571,35,1,1,4,4,4,4,3,3.8,1,1,1,2,3,1,1.5,35,"not-religious-not-spiritual",0,NA,"",84,"Man",6,"other",6,FALSE,0.210800047193064
1,2,2,2,3,2,2,2,3,2,3,2,4,2,3,1,2,1,2,1,1,1,2,1,2,2,1,2,1.92857142857143,15,3,26,5,3,2,3,4,3.4,2,3,2,2,4,3,2.66666666666667,50,"religious-not-spiritual",8,1,"",55,"Vrouw",8,"other",9,FALSE,1.08744263018111
1,2,2,1,2,1,2,1,1,2,3,2,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1.42857142857143,0,1,19,2,3,2,2,2,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",68,"Man",7,"other",8,FALSE,0.571511890430029
1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14285714285714,6,1,34,1,2,1,1,1,1.2,1,1,1,1,1,1,1,19,"not-religious-not-spiritual",1,1,"",63,"Vrouw",8,"other",6,FALSE,NA
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,0,1,13,2,1,1,1,2,1.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",45,"Man",5,"other",6,FALSE,1.10496854382915
2,3,1,1,3,1,2,3,3,2,4,1,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,1.78571428571429,20,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,20,"religious-not-spiritual",50,2,"",67,"Man",8,"other",10,FALSE,0.448015093468267
1,1,1,1,2,1,2,2,3,1,1,1,3,1,1,1,2,1,3,1,1,2,2,3,1,1,1,1,1.5,0,1,30,4,5,4,3,3,3.8,1,1,1,1,1,1,1,0,"religious-not-spiritual",0,NA,"",65,"Man",5,"other",7,FALSE,0.242707820384024
1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.21428571428571,60,1,40,5,5,2,2,4,3.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",96,"Man",7,"other",8,FALSE,0.571511890430029
2,3,1,3,4,1,3,1,2,3,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,5,1.78571428571429,20,1,30,3,5,2,2,3,3,1,1,1,1,1,1,1,10,"religious-not-spiritual",100,2,"",30,"Man",6,"big cities",2,FALSE,1.78035375527456
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,40,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",74,"Man",3,"big cities",6,FALSE,0.136961064500716
3,3,3,3,3,1,2,2,3,4,3,1,4,1,2,3,4,1,3,1,1,1,3,1,2,1,2,3,2.28571428571429,60,3,68,4,3,2,2,2,2.6,1,1,1,1,2,1,1.16666666666667,57,"not-religious-spiritual",17,1,"",67,"Vrouw",7,"other",6,FALSE,0.197974724558846
2,2,3,3,2,2,4,3,4,3,1,4,3,4,3,1,3,4,1,1,1,1,5,1,4,3,1,1,2.5,47,2,24,5,5,5,3,5,4.6,1,1,1,1,2,1,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",61,"Man",5,"big cities",4,FALSE,2.75207529084117
2,1,1,1,1,1,2,1,2,2,3,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1.42857142857143,29,3,29,4,2,1,3,2,2.4,1,1,1,1,1,2,1.16666666666667,10,"religious-not-spiritual",40,1,"",72,"Man",5,"big cities",6,FALSE,0.100118025835063
3,5,3,4,3,3,3,3,4,5,4,3,3,2,2,2,4,2,3,2,1,1,4,1,4,3,3,3,2.96428571428571,81,3,63,2,2,1,1,1,1.4,1,1,1,1,3,1,1.33333333333333,18,"not-religious-spiritual",0,NA,"",48,"Vrouw",7,"big cities",8,FALSE,0.287809769802697
2,2,2,1,3,2,2,1,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1.89285714285714,5,1,0,3,2,1,3,3,2.4,1,1,1,1,1,1,1,5,"not-religious-not-spiritual",3,2,"",73,"Man",5,"other",6,FALSE,0.324063795336437
2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.03571428571429,20,1,80,5,5,5,5,5,5,1,1,1,1,3,1,1.33333333333333,50,"not-religious-not-spiritual",0,NA,"",78,"Man",3,"other",2,FALSE,0.379911701018453
2,1,3,1,3,2,2,3,1,2,4,2,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,3,1.71428571428571,10,1,40,4,3,1,3,2,2.6,1,1,1,1,1,2,1.16666666666667,50,"religious-not-spiritual",75,2,"",81,"Man",4,"other",7,FALSE,0.608079909108875
1,1,1,1,1,1,1,2,1,2,2,2,4,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1.32142857142857,0,1,5,4,4,5,3,4,4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",70,"Vrouw",4,"big cities",7,FALSE,0.797542877962002
2,1,1,1,2,2,1,3,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1.35714285714286,4,2,35,5,4,5,3,5,4.4,2,3,2,3,3,2,2.5,30,"not-religious-not-spiritual",0,NA,"",33,"Man",5,"other",8,FALSE,0.590298747647738
3,3,2,1,1,2,3,2,4,3,3,3,4,2,3,1,2,2,2,2,2,1,2,3,2,4,2,2,2.35714285714286,35,3,56,3,4,4,2,2,3,1,1,1,1,2,2,1.33333333333333,11,NA,49,1,"",64,"Man",6,"big cities",7,FALSE,0.456344938298204
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,11,4,5,5,4,4,4.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",76,"Man",4,"other",9,FALSE,0.56853071120562
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,10,2,2,1,1,1,1.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",84,"Vrouw",7,"big cities",7,FALSE,0.128787737833886
3,1,1,2,1,3,3,1,2,2,3,2,3,2,1,1,2,1,1,1,1,1,3,1,2,1,1,1,1.67857142857143,17,2,11,4,4,2,1,2,2.6,1,1,1,1,3,3,1.66666666666667,49,"not-religious-not-spiritual",0,NA,"",60,"Vrouw",5,"other",7,FALSE,0.391517676539116
3,2,2,3,2,2,2,2,3,3,2,2,2,1,3,1,3,2,2,1,1,1,2,2,3,2,2,2,2.07142857142857,40,2,20,4,4,2,3,3,3.2,2,1,1,3,3,2,2,40,"not-religious-not-spiritual",0,NA,"",41,"Vrouw",7,"big cities",3,FALSE,1.2320543664858
1,1,1,1,1,2,2,2,1,1,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.28571428571429,28,3,65,2,4,3,3,2,2.8,1,1,1,1,1,2,1.16666666666667,53,"not-religious-not-spiritual",0,NA,"",60,"Man",3,"other",6,FALSE,1.08897634634123
2,1,1,1,3,2,1,1,1,1,3,1,1,1,3,1,1,5,2,1,1,1,1,5,1,1,1,1,1.60714285714286,0,1,35,1,2,1,1,1,1.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",68,"Man",6,"other",9,FALSE,0.678893988831724
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,25,3,3,2,2,2,2.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",75,"Vrouw",5,"other",8,FALSE,0.742091440926379
3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2.82142857142857,70,1,30,3,3,2,2,3,2.6,1,1,1,1,1,2,1.16666666666667,9,"religious-not-spiritual",18,2,"",57,"Vrouw",4,"other",7,FALSE,2.49848376596936
5,2,1,1,1,1,3,1,1,3,4,1,1,1,4,1,3,1,1,2,1,1,3,1,1,1,1,3,1.78571428571429,35,3,33,5,5,3,1,3,3.4,1,1,1,1,2,1,1.16666666666667,10,"not-religious-not-spiritual",0,NA,"",36,"Vrouw",8,"other",8,FALSE,0.718422857298525
2,2,1,1,1,1,2,2,2,1,3,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1.46428571428571,20,1,30,2,3,2,2,2,2.2,1,1,1,1,2,1,1.16666666666667,10,"not-religious-not-spiritual",20,8,"weet niet",69,"Man",6,"other",7,FALSE,0.587787706579849
5,5,1,4,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,2,1,1.67857142857143,70,3,50,3,5,1,1,1,2.2,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",34,"Vrouw",6,"other",6,FALSE,2.10246181302115
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,0,1,35,2,2,1,1,1,1.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",84,"Man",8,"big cities",8,TRUE,0.177027652649167
1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,30,3,5,3,1,3,3,1,1,1,1,1,2,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",40,"Man",6,"other",3,FALSE,0.339323792142246
3,4,4,4,4,3,2,2,1,2,4,2,5,3,4,3,4,2,2,2,2,1,2,2,3,3,2,3,2.78571428571429,1,1,31,4,2,2,3,3,2.8,1,1,1,1,1,1,1,7,"not-religious-not-spiritual",10,2,"",76,"Vrouw",4,"other",6,FALSE,0.677171831230371
1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.21428571428571,1,1,3,2,4,2,2,2,2.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",40,1,"",71,"Man",6,"other",8,FALSE,0.475791732266485
2,1,2,1,1,2,2,2,1,3,2,3,2,1,2,1,2,1,2,2,1,2,2,2,3,1,1,2,1.75,9,1,24,3,5,4,3,3,3.6,1,1,1,1,1,1,1,31,"not-religious-not-spiritual",18,8,"Geen",62,"Man",5,"other",7,TRUE,0.485388742134031
2,1,1,1,2,2,2,2,2,2,2,1,3,1,2,1,1,3,2,1,1,1,1,1,3,1,1,1,1.57142857142857,10,1,30,2,2,1,1,1,1.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",75,2,"",66,"Vrouw",5,"other",5,FALSE,0.375944996158528
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,3,1,43,2,2,1,2,2,1.8,1,1,1,1,1,1,1,3,"religious-spiritual",46,2,"",67,"Man",8,"other",8,FALSE,0.277775549166982
1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,0,1,40,2,1,1,1,1,1.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",19,1,"",25,"Vrouw",8,"other",8,FALSE,NA
4,3,3,4,4,4,3,1,3,2,4,4,4,4,4,1,2,3,4,4,3,1,1,3,2,4,3,2,3,53,1,35,5,5,5,3,4,4.4,3,3,1,2,3,4,2.66666666666667,84,"not-religious-not-spiritual",4,1,"",52,"Man",6,"other",8,FALSE,1.50301544355549
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,27,5,3,4,2,3,3.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",62,"Man",4,"other",6,FALSE,0.863080131169094
1,1,2,1,1,2,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,0,1,14,2,2,2,2,2,2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",77,"Man",5,"other",6,FALSE,0.253513255225303
2,4,3,4,2,3,3,2,3,4,4,1,2,4,2,1,3,3,3,2,3,2,3,2,3,3,2,2,2.67857142857143,60,3,20,5,4,2,2,2,3,1,1,1,1,1,1,1,9,"not-religious-spiritual",0,NA,"",63,"Vrouw",4,"other",6,FALSE,0.96244155013136
1,1,1,1,2,1,2,2,2,2,2,1,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1.42857142857143,0,1,20,5,4,3,3,4,3.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",100,3,"",64,"Man",6,"other",7,FALSE,0.475810604775077
1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,1.32142857142857,5,1,50,4,3,3,3,3,3.2,4,1,1,1,1,1,1.5,5,"religious-spiritual",91,8,"Messiaans Joods",72,"Man",7,"other",6,FALSE,0.462140257858198
2,1,1,3,3,1,3,1,1,1,2,1,1,3,1,2,1,3,1,1,1,1,2,4,2,1,1,3,1.71428571428571,2,1,64,3,3,2,2,3,2.6,1,1,1,1,1,1,1,0,"religious-spiritual",80,2,"",37,"Man",8,"other",8,FALSE,0.607468590088693
3,2,2,2,2,1,3,2,3,3,2,2,1,2,1,1,3,1,2,1,1,1,2,2,3,2,1,3,1.92857142857143,24,3,50,2,4,2,1,2,2.2,1,1,1,1,1,2,1.16666666666667,24,"religious-not-spiritual",77,2,"",44,"Vrouw",8,"other",8,FALSE,0.770168312930844
1,2,1,2,1,2,1,5,1,2,2,2,1,1,2,1,3,1,1,2,1,1,2,1,2,1,1,1,1.57142857142857,10,3,50,5,3,2,1,1,2.4,1,1,1,3,3,3,2,16,"not-religious-spiritual",0,NA,"",25,"Vrouw",6,"other",5,TRUE,1.86880323688189
2,1,1,1,3,1,4,4,4,2,3,1,1,1,4,1,1,4,5,3,3,3,1,1,1,3,3,1,2.25,50,3,20,5,5,3,4,5,4.4,2,1,1,1,2,1,1.33333333333333,50,"religious-not-spiritual",20,8,"antroposofies",78,"Man",3,"other",8,FALSE,0.839844705488082
2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,10,3,2,1,1,2,1.8,1,1,1,1,1,1,1,1,"not-religious-spiritual",31,2,"",64,"Vrouw",8,"other",8,FALSE,0.241836178745778
4,5,3,5,3,3,3,5,4,3,3,1,2,5,3,3,5,2,2,3,2,2,4,1,4,5,5,3,3.32142857142857,90,3,40,5,3,3,4,2,3.4,1,2,3,3,5,4,3,100,"not-religious-not-spiritual",31,1,"",48,"Vrouw",NA,"other",7,FALSE,NA
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1.14285714285714,0,1,62,2,3,2,2,3,2.4,1,1,1,1,2,1,1.16666666666667,6,"not-religious-not-spiritual",16,2,"",81,"Man",7,"big cities",8,FALSE,0.276007756495129
3,4,3,4,4,3,3,4,4,3,3,2,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3.17857142857143,60,3,73,5,4,3,3,3,3.6,1,1,1,1,1,1,1,20,"not-religious-not-spiritual",0,NA,"",63,"Man",6,"other",7,FALSE,0.767060050859134
3,1,1,1,3,1,1,1,1,2,3,1,3,1,2,1,1,4,1,1,1,1,2,2,1,2,2,4,1.71428571428571,15,1,20,4,1,1,2,2,2,1,1,1,3,1,1,1.33333333333333,25,"religious-spiritual",100,1,"",22,"Vrouw",6,"other",8,FALSE,1.06682918410966
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,80,5,4,1,1,1,2.4,1,1,1,1,1,1,1,50,"not-religious-not-spiritual",0,NA,"",39,"Man",6,"big cities",4,FALSE,0.478424736244429
3,2,1,1,3,1,1,3,2,1,3,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1.5,2,1,19,3,4,2,2,2,2.6,1,1,1,1,1,1,1,1,"not-religious-not-spiritual",0,NA,"",54,"Man",7,"other",8,FALSE,0.690386073124167
1,1,1,1,1,1,1,4,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,0,1,20,5,5,4,5,3,4.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",66,"Vrouw",5,"big cities",6,FALSE,0.398729114152925
1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1.10714285714286,0,1,40,4,2,1,1,1,1.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",20,2,"",75,"Vrouw",6,"other",8,FALSE,0.557912444984034
4,5,3,5,3,3,5,4,5,4,4,3,4,5,2,1,2,3,4,2,2,1,2,5,5,5,2,5,3.5,89,4,75,4,3,1,2,4,2.8,2,1,1,1,5,3,2.16666666666667,93,"religious-not-spiritual",100,8,"Nieuw Apostolische kerk",49,"Man",5,"other",5,FALSE,0.919518001591128
1,1,1,1,2,1,3,2,1,2,3,3,2,2,4,1,2,1,2,1,1,1,2,1,2,1,1,1,1.64285714285714,0,1,10,5,5,5,5,5,5,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",34,"Man",7,"other",6,FALSE,1.1596409096001
1,3,1,4,1,2,4,1,3,3,3,3,1,4,1,1,1,4,1,1,1,1,4,2,3,1,1,1,2.03571428571429,49,1,50,5,5,5,5,5,5,1,1,1,1,1,2,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",66,"Vrouw",4,"other",5,FALSE,1.64511533249073
2,2,1,3,2,2,2,2,3,2,2,1,2,3,3,1,2,3,2,2,3,2,1,1,3,2,2,3,2.10714285714286,20,1,68,2,2,1,2,3,2,1,1,1,1,1,1,1,20,"not-religious-not-spiritual",0,NA,"",65,"Man",7,"other",8,FALSE,0.546152671384238
3,3,2,1,3,2,3,2,2,3,3,3,4,2,2,2,2,3,2,2,2,2,2,3,4,1,2,3,2.42857142857143,40,1,40,4,4,2,3,3,3.2,1,1,1,1,1,1,1,20,"religious-spiritual",82,8,"PKN-gemeente",79,"Vrouw",4,"other",7,FALSE,2.54352833906711
1,1,1,1,1,1,1,1,3,1,2,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1.25,0,1,25,2,3,2,2,3,2.4,1,1,1,1,2,1,1.16666666666667,10,"not-religious-not-spiritual",0,NA,"",43,"Man",8,"other",8,FALSE,0.501527261339267
2,1,1,1,1,1,2,2,2,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1.32142857142857,0,1,24,2,1,3,1,2,1.8,1,1,1,1,1,1,1,65,"not-religious-not-spiritual",12,2,"",22,"Man",8,"big cities",8,FALSE,0.803919478817107
3,5,5,4,5,3,4,4,4,4,4,4,3,3,4,2,4,2,3,2,3,2,4,2,4,4,4,5,3.57142857142857,100,3,53,5,5,5,4,5,4.8,3,3,3,4,3,2,3,100,"not-religious-spiritual",0,NA,"",35,"Man",7,"other",8,FALSE,4.23684663613288
3,2,3,1,3,4,4,3,4,3,4,1,3,3,2,1,2,1,1,2,1,1,3,2,2,2,1,3,2.32142857142857,49,1,60,2,1,1,1,1,1.2,1,1,1,1,2,2,1.33333333333333,18,"religious-spiritual",96,2,"",72,"Man",7,"other",7,FALSE,0.3543751355848
5,5,1,1,5,1,5,1,2,3,1,1,3,1,1,1,1,5,1,1,1,1,1,5,5,5,1,5,2.46428571428571,93,1,51,1,4,1,1,1,1.6,1,1,1,1,1,1,1,60,"religious-spiritual",76,8,"Evangelisch",52,"Man",5,"other",9,FALSE,0.190488662764646
1,1,1,1,1,1,1,4,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.21428571428571,0,1,81,1,1,1,2,2,1.4,1,1,1,1,1,1,1,51,"not-religious-not-spiritual",0,NA,"",81,"Man",3,"other",3,FALSE,0.408819644176473
3,1,2,3,4,2,3,2,2,2,2,2,2,1,3,1,3,2,3,2,1,2,3,3,2,1,2,3,2.21428571428571,40,3,10,4,4,2,3,3,3.2,1,2,1,1,3,1,1.5,19,"not-religious-spiritual",62,1,"",59,"Man",7,"other",8,FALSE,0.200324508465024
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,15,2,2,1,1,1,1.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",54,"Vrouw",8,"other",8,FALSE,0.694927575929944
2,3,2,3,2,2,2,3,2,2,2,1,2,1,1,1,3,2,3,2,1,1,2,2,2,2,1,3,1.96428571428571,28,1,43,3,4,2,3,3,3,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",41,"Vrouw",5,"other",5,FALSE,1.07440637663907
1,1,1,3,1,1,2,1,2,3,4,1,3,1,1,1,4,1,2,1,1,1,4,1,2,1,1,4,1.78571428571429,52,1,54,4,3,3,2,2,2.8,1,1,1,1,1,1,1,4,"not-religious-spiritual",81,1,"",69,"Vrouw",5,"big cities",7,FALSE,0.147101552122564
3,2,3,1,2,2,3,2,3,1,2,1,3,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1.71428571428571,20,1,25,2,4,1,3,3,2.6,1,1,1,1,2,1,1.16666666666667,20,"not-religious-not-spiritual",15,1,"",53,"Man",7,"other",7,FALSE,0.62580827631455
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,40,3,2,1,2,2,2,3,1,1,2,2,2,1.83333333333333,50,"not-religious-spiritual",0,NA,"",30,"Man",5,"other",6,FALSE,0.30833577630291
1,1,2,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.25,10,1,18,4,3,3,2,2,2.8,1,1,1,1,1,1,1,3,"religious-not-spiritual",69,1,"",66,"Man",5,"other",7,FALSE,0.533112651793025
3,1,1,1,1,1,3,4,1,1,4,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.5,0,1,39,5,5,4,4,5,4.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",64,"Man",4,"other",3,FALSE,3.78915878059661
2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,3,2,2,2,2,1,2,1,2,3,1.67857142857143,0,1,20,2,3,1,1,2,1.8,1,1,1,1,1,2,1.16666666666667,0,"religious-not-spiritual",66,2,"",56,"Vrouw",5,"other",3,FALSE,0.820783993125535
2,3,3,5,3,3,3,4,3,5,3,2,3,2,2,2,3,3,4,2,2,1,4,3,3,2,3,3,2.89285714285714,50,3,30,3,3,2,3,3,2.8,1,1,1,1,1,1,1,15,"not-religious-spiritual",0,NA,"",41,"Vrouw",5,"other",1,FALSE,0.444337675512149
2,1,1,1,1,1,1,3,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.32142857142857,20,1,46,5,5,1,1,4,3.2,1,1,1,1,1,1,1,20,"not-religious-not-spiritual",0,NA,"",32,"Man",8,"other",7,FALSE,0.756674013723322
2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14285714285714,58,1,33,4,5,3,1,1,2.8,1,1,1,1,1,1,1,41,"not-religious-spiritual",0,NA,"",84,"Vrouw",6,"other",7,FALSE,0.578486669660395
2,1,2,1,3,2,2,3,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1.85714285714286,10,1,50,3,3,2,2,3,2.6,1,1,1,1,2,3,1.5,20,"not-religious-not-spiritual",10,2,"",78,"Man",5,"big cities",7,FALSE,0.25669330444891
2,2,2,2,2,1,2,2,2,1,2,3,4,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1.67857142857143,40,1,50,3,3,2,2,2,2.4,1,1,1,1,2,1,1.16666666666667,40,"not-religious-not-spiritual",0,NA,"",52,"Man",5,"other",7,FALSE,0.813584679792492
2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2.17857142857143,10,1,40,5,5,2,4,5,4.2,1,2,1,2,1,1,1.33333333333333,50,"not-religious-not-spiritual",0,NA,"",58,"Man",6,"other",4,FALSE,6.05807933069433
1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1.25,19,1,40,3,3,3,2,3,2.8,1,1,1,1,1,1,1,19,"not-religious-spiritual",50,2,"",64,"Vrouw",5,"other",6,FALSE,0.890370714166737
2,1,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.25,0,1,30,5,5,2,1,4,3.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",61,"Man",7,"other",8,FALSE,0.690386073124167
2,2,1,1,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28571428571429,0,2,35,2,1,1,1,1,1.2,1,1,1,1,1,2,1.16666666666667,1,"not-religious-not-spiritual",23,2,"",46,"Vrouw",8,"other",8,FALSE,1.30700124968441
4,3,3,1,4,2,3,2,2,3,3,2,3,1,3,1,3,1,2,2,1,1,3,1,4,1,2,2,2.25,44,3,14,3,2,1,1,1,1.6,1,1,1,1,1,1,1,10,"not-religious-spiritual",35,8,"Doopsgezinde gemeenschap",68,"Vrouw",4,"other",6,FALSE,1.43971097228753
3,3,2,3,1,1,3,2,3,3,2,2,2,3,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1.85714285714286,36,2,30,5,4,1,1,3,2.8,1,1,1,1,1,1,1,2,"not-religious-not-spiritual",0,NA,"",54,"Vrouw",6,"other",7,FALSE,0.292237436941054
3,4,3,4,3,2,4,3,2,4,4,2,3,2,1,3,3,2,3,1,1,1,3,2,4,2,2,4,2.67857142857143,49,3,30,3,2,2,2,2,2.2,1,1,1,1,1,1,1,8,"not-religious-spiritual",40,8,"antroposofie",75,"Vrouw",6,"other",7,FALSE,0.361086443899583
5,3,1,5,5,2,5,3,2,2,2,1,2,2,2,1,1,3,1,1,1,1,1,5,3,3,3,5,2.53571428571429,52,1,51,3,4,5,2,2,3.2,1,1,1,1,1,1,1,51,"religious-spiritual",100,3,"",28,"Man",7,"big cities",7,FALSE,0.343444033578542
