"par_1","par_2","par_3","par_4","par_5","par_6","par_7","par_8","par_9","par_10","par_11","par_12","par_13","par_14","par_15","par_16","par_17","par_18","par_19","par_20","par_21","par_22","par_23","par_24","par_25","par_26","par_27","par_28","par_mean","para_cont","para_exp","para_nl","con_1","con_2","con_3","con_4","con_5","con_mean","cred_1","cred_2","cred_3","cred_4","cred_5","cred_6","cred_mean","creds_cont","rel_spi","rel_cont","rel_group","rel_group_text","age","gender","education","urban","ses","mis","weight"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,3,3,2,1,2,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",65,"Vrouw",8,"other",8,FALSE,0.480616653097136
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",15,1,"",68,"Man",8,"big cities",9,FALSE,0.145411323189257
3,1,1,1,1,1,1,1,2,1,3,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1.32142857142857,0,1,20,3,2,2,3,2,2.4,1,1,1,1,1,3,1.33333333333333,0,"not-religious-not-spiritual",0,NA,"",66,"Man",6,"other",7,FALSE,0.361779055550761
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,51,4,5,1,2,4,3.2,1,3,1,3,3,3,2.33333333333333,40,"not-religious-not-spiritual",0,NA,"",36,"Man",8,"big cities",8,FALSE,0.16883712020101
2,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,2,1,3,1,1,1,1,3,1,2,1,1,1.39285714285714,11,1,35,3,2,2,2,3,2.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",40,2,"",24,"Man",7,"other",3,FALSE,1.13400425550861
3,4,3,3,2,2,3,3,3,3,3,3,3,2,2,1,3,3,3,2,1,1,3,2,3,3,4,2,2.60714285714286,30,3,25,5,3,3,3,3,3.4,1,1,1,2,2,2,1.5,10,"religious-not-spiritual",20,1,"",38,"Vrouw",5,"other",5,FALSE,1.94805311298768
4,4,5,3,2,4,4,2,4,3,3,3,3,3,5,1,4,1,1,2,1,1,4,1,4,1,1,3,2.75,70,3,40,4,4,4,2,2,3.2,3,1,1,1,2,3,1.83333333333333,50,"not-religious-spiritual",19,8,"Grieks orthodox",57,"Vrouw",6,"big cities",7,FALSE,0.449648550062479
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,10,3,3,1,1,3,2.2,1,1,1,1,1,3,1.33333333333333,0,"not-religious-not-spiritual",0,NA,"",73,"Man",8,"other",8,FALSE,0.1659161881354
2,1,2,1,3,3,2,3,3,1,2,1,1,1,4,1,2,1,1,2,1,1,1,1,2,1,1,1,1.64285714285714,61,2,30,3,3,3,2,2,2.6,1,1,1,1,1,2,1.16666666666667,1,"not-religious-spiritual",19,4,"",61,"Man",6,"other",6,FALSE,0.283916337315273
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,0,1,29,2,3,2,2,1,2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",5,2,"",73,"Man",4,"other",7,FALSE,0.72331003599686
2,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1.25,0,1,29,3,4,3,3,3,3.2,1,1,1,1,1,1,1,0,"religious-not-spiritual",60,3,"",36,"Man",5,"other",6,FALSE,0.782431850829529
1,2,3,1,4,2,1,2,2,2,3,1,3,3,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1.71428571428571,10,1,31,3,4,2,3,2,2.8,1,1,1,1,1,1,1,2,"religious-not-spiritual",90,2,"",84,"Man",3,"other",8,FALSE,0.658973493287184
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1.07142857142857,0,1,15,1,2,2,1,1,1.4,1,1,1,1,1,1,1,0,"religious-not-spiritual",80,3,"",53,"Man",8,"other",8,FALSE,0.493552351160549
2,2,2,1,3,3,4,4,2,1,3,3,4,2,3,1,1,1,1,1,1,1,2,1,2,1,1,2,1.96428571428571,0,1,49,4,4,2,2,1,2.6,1,1,1,1,1,2,1.16666666666667,0,"religious-not-spiritual",40,1,"",67,"Vrouw",6,"other",8,FALSE,0.841954345728062
3,4,3,4,3,3,3,3,3,3,2,2,3,3,4,2,4,3,4,3,2,2,3,3,4,4,4,3,3.10714285714286,80,3,30,5,5,4,4,4,4.4,1,1,1,2,3,2,1.66666666666667,61,"religious-spiritual",51,2,"",59,"Man",7,"other",7,FALSE,0.680079714479414
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"religious-not-spiritual",100,2,"",73,"Vrouw",7,"other",9,FALSE,0.638078507601864
5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,2,2,3,1,1,5,3,5,4,5,5,4.25,100,3,44,5,5,5,4,5,4.8,1,1,1,1,1,1,1,1,"not-religious-spiritual",51,1,"",55,"Vrouw",5,"other",5,FALSE,1.0362909119133
1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,16,5,5,4,4,5,4.6,1,1,1,1,1,1,1,0,"religious-spiritual",62,1,"",53,"Man",3,"other",6,FALSE,1.40029696392951
1,1,1,2,1,2,1,2,2,2,3,2,3,2,2,1,1,1,2,2,2,2,2,2,3,2,1,2,1.78571428571429,19,1,19,2,3,2,2,2,2.2,1,2,1,2,1,1,1.33333333333333,19,"not-religious-not-spiritual",0,NA,"",75,"Man",5,"other",8,FALSE,0.470832715989124
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,52,4,4,2,2,4,3.2,2,2,1,3,1,3,2,39,"not-religious-not-spiritual",0,NA,"",29,"Vrouw",7,"big cities",6,FALSE,1.62611815058515
3,4,3,2,4,4,4,3,4,4,3,3,3,3,3,2,3,3,2,3,3,3,2,2,3,3,3,3,3.03571428571429,40,3,40,4,4,4,3,4,3.8,1,1,1,1,1,2,1.16666666666667,9,"not-religious-spiritual",0,NA,"",60,"Vrouw",7,"other",7,FALSE,0.694927575929944
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",75,"Man",6,"other",8,FALSE,0.470832715989124
1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1.21428571428571,0,1,2,4,3,3,4,4,3.6,1,1,1,1,1,1,1,0,"religious-not-spiritual",51,1,"",71,"Vrouw",3,"other",6,FALSE,1.25135950970459
3,1,2,1,3,1,1,3,1,1,2,1,1,1,1,1,1,3,3,3,3,2,1,1,4,1,3,1,1.78571428571429,0,1,20,2,4,2,2,2,2.4,3,1,1,4,4,4,2.83333333333333,50,"not-religious-not-spiritual",0,NA,"",53,"Vrouw",3,"other",4,FALSE,0.526543249549725
1,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1.32142857142857,0,1,50,5,5,2,3,4,3.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",50,1,"",83,"Man",5,"other",7,FALSE,0.475791732266485
2,1,1,1,2,1,1,2,1,4,2,2,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1.42857142857143,0,1,5,4,4,2,3,2,3,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",40,2,"",21,"Man",6,"other",5,FALSE,0.590298747647738
1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,10,3,2,1,2,1,1.8,1,1,1,1,1,1,1,0,"religious-spiritual",71,3,"",79,"Man",6,"other",8,FALSE,0.34521143714874
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,68,5,4,1,3,5,3.6,4,1,3,4,5,1,3,82,"not-religious-not-spiritual",0,NA,"",29,"Man",6,"big cities",4,FALSE,0.289880900935564
1,2,2,3,1,2,2,2,2,2,1,2,2,1,1,1,3,2,1,1,1,1,3,1,3,1,1,1,1.64285714285714,9,3,0,4,4,2,3,2,3,1,1,1,1,1,2,1.16666666666667,3,"not-religious-spiritual",0,NA,"",64,"Vrouw",6,"other",8,FALSE,0.530366083600778
2,3,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1.32142857142857,0,1,NA,3,3,2,1,1,2,1,1,1,1,1,1,1,0,NA,69,4,"",75,"Vrouw",8,"big cities",7,FALSE,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1.28571428571429,4,1,23,2,3,4,2,2,2.6,1,1,1,1,1,1,1,4,"religious-not-spiritual",96,2,"",71,"Man",4,"other",7,FALSE,0.496652877276831
3,4,2,2,3,2,3,3,2,2,4,2,4,3,3,2,3,3,2,2,2,2,2,3,2,3,2,4,2.64285714285714,50,1,29,3,3,2,1,2,2.2,1,1,1,1,1,1,1,6,"religious-spiritual",91,1,"",76,"Man",4,"other",4,FALSE,0.852650607368703
1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1.17857142857143,NA,2,30,4,4,1,3,3,3,1,1,1,1,1,1,1,NA,"not-religious-not-spiritual",0,NA,"",73,"Man",4,"other",6,FALSE,0.188260656340075
4,2,3,1,5,2,5,2,5,3,3,1,2,1,5,1,3,1,1,4,1,1,3,2,2,1,4,5,2.60714285714286,86,4,38,3,4,3,1,3,2.8,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",62,"Vrouw",5,"other",7,FALSE,0.406927174111781
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,32,3,2,2,1,2,2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",31,"Man",8,"big cities",8,FALSE,0.803919478817107
1,1,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.28571428571429,0,1,40,1,3,1,1,1,1.4,1,1,1,1,3,1,1.33333333333333,50,"not-religious-not-spiritual",0,NA,"",24,"Man",8,"other",8,FALSE,0.709425740490754
2,3,3,1,4,3,4,2,3,4,3,3,4,2,2,1,2,3,3,2,1,2,4,1,2,2,2,1,2.46428571428571,51,1,50,5,4,4,1,2,3.2,1,1,1,1,2,2,1.33333333333333,51,"not-religious-not-spiritual",0,NA,"",71,"Vrouw",6,"other",7,FALSE,0.578486669660395
1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,4,1.32142857142857,11,1,47,3,2,2,2,2,2.2,1,1,1,1,1,1,1,5,"religious-not-spiritual",68,1,"",39,"Vrouw",7,"other",7,FALSE,1.11670882270804
2,1,1,1,1,2,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.35714285714286,10,1,30,3,3,1,1,2,2,1,1,1,1,1,1,1,50,"not-religious-not-spiritual",15,2,"",68,"Man",5,"other",7,FALSE,0.301487206781175
1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,58,1,1,1,2,1,1.2,1,1,1,1,2,1,1.16666666666667,24,"not-religious-not-spiritual",0,NA,"",20,"Man",6,"other",7,FALSE,2.16291321246341
3,1,1,2,1,1,3,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.35714285714286,5,3,40,3,4,3,2,2,2.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",35,"Man",5,"other",6,FALSE,0.664136108190119
1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,15,2,2,2,2,3,2.2,1,1,1,1,1,1,1,10,"not-religious-not-spiritual",0,NA,"",57,"Man",5,"other",7,FALSE,1.28000860084333
1,2,1,2,1,1,2,2,2,2,3,2,3,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1.57142857142857,27,2,40,4,3,3,2,3,3,1,1,1,2,2,2,1.5,0,"not-religious-spiritual",13,2,"",54,"Vrouw",6,"other",6,FALSE,0.890370714166737
1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,20,4,2,2,2,1,2.2,1,1,1,1,1,1,1,10,"not-religious-not-spiritual",0,NA,"",39,"Man",6,"other",7,FALSE,2.34772549960501
2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,NA,1,1.44444444444444,19,1,52,2,4,3,2,4,3,1,2,1,2,2,3,1.83333333333333,60,"not-religious-not-spiritual",0,NA,"",63,"Man",8,"big cities",5,FALSE,0.133512736264659
4,5,3,5,5,3,5,2,3,4,4,3,5,2,3,2,3,2,5,3,2,1,5,2,2,2,3,5,3.32142857142857,100,4,45,3,2,2,2,3,2.4,1,5,1,1,4,1,2.16666666666667,78,"religious-spiritual",50,1,"",54,"Vrouw",5,"other",6,FALSE,0.952673219181836
2,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1.32142857142857,0,1,14,1,2,1,1,1,1.2,1,1,1,1,1,1,1,0,"religious-not-spiritual",79,2,"",62,"Vrouw",5,"other",7,FALSE,0.223714447704769
1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1.39285714285714,3,1,35,2,2,3,2,2,2.2,1,1,1,2,1,1,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",33,"Vrouw",8,"big cities",8,FALSE,1.88859983209074
1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,0,5,4,4,4,5,4.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",67,"Vrouw",5,"other",6,FALSE,0.361086443899583
2,1,2,2,3,2,3,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,3,3,1,1,4,1.71428571428571,0,1,42,4,2,3,2,3,2.8,1,1,1,1,1,1,1,0,"religious-spiritual",100,2,"",68,"Vrouw",3,"other",3,FALSE,8.86765919887228
3,3,1,1,3,2,1,3,2,1,2,3,4,1,3,2,3,1,1,1,1,1,1,1,1,1,1,3,1.82142857142857,6,1,26,5,4,3,2,3,3.4,2,1,1,2,2,1,1.5,28,"not-religious-not-spiritual",0,NA,"",32,"Vrouw",7,"other",8,FALSE,1.17864285891831
1,1,1,2,2,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,5,1,2,1,1.39285714285714,50,2,20,4,4,3,4,4,3.8,1,1,1,1,1,1,1,0,"religious-spiritual",24,1,"",60,"Man",5,"other",3,FALSE,0.379598790302456
3,2,3,1,3,2,2,1,2,2,2,2,4,2,3,1,3,2,1,3,3,1,2,3,2,2,2,3,2.21428571428571,30,1,30,4,4,2,3,2,3,1,1,1,1,1,1,1,30,"religious-not-spiritual",82,2,"",79,"Man",6,"other",8,FALSE,0.455816438684534
5,5,1,5,3,1,5,1,3,4,3,3,5,1,1,1,4,3,4,1,2,1,3,5,2,3,2,5,2.92857142857143,91,3,88,5,4,3,2,3,3.4,1,1,1,3,3,2,1.83333333333333,90,"not-religious-spiritual",5,7,"",52,"Vrouw",5,"other",2,FALSE,0.562008392636535
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,10,2,2,2,1,1,1.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",62,"Man",8,"other",8,FALSE,0.333185063234531
1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,15,1,29,3,2,1,1,3,2,1,1,1,1,1,1,1,0,"religious-not-spiritual",60,2,"",79,"Vrouw",7,"big cities",9,FALSE,0.128787737833886
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1.14285714285714,0,1,0,2,2,1,2,2,1.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",39,"Vrouw",7,"other",6,FALSE,1.55832772372644
1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,4,1,1,1,1,1,1,1,3,1,1,1,1.35714285714286,5,1,29,2,2,1,1,1,1.4,1,1,1,1,1,1,1,0,"religious-not-spiritual",81,2,"",82,"Man",3,"other",6,FALSE,0.666048901529353
1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.21428571428571,5,3,15,3,3,2,2,2,2.4,2,1,1,2,3,1,1.66666666666667,25,"not-religious-not-spiritual",0,NA,"",32,"Man",7,"other",9,FALSE,1.90478883798295
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,3,3,2,1,1,2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",58,"Vrouw",8,"other",7,FALSE,0.500715191849082
1,1,1,1,3,3,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,1.42857142857143,28,1,41,3,3,2,2,1,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",7,8,"Humanistisch verbond",75,"Vrouw",4,"other",8,FALSE,2.01186294083921
4,5,3,4,2,3,4,3,2,4,3,1,2,2,2,1,2,1,4,1,1,1,2,1,1,1,2,1,2.25,22,3,28,3,4,1,1,1,2,1,2,1,2,2,1,1.5,17,"not-religious-spiritual",0,NA,"",25,"Man",7,"big cities",8,FALSE,0.465925817829461
1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.21428571428571,10,1,30,5,3,2,3,4,3.4,1,1,1,1,2,3,1.5,10,"not-religious-spiritual",9,1,"",80,"Vrouw",4,"other",7,FALSE,2.01186294083921
4,2,2,1,4,3,3,3,2,2,3,1,4,1,1,1,2,1,2,1,1,1,3,1,3,1,2,3,2.07142857142857,10,1,30,3,5,2,2,1,2.6,1,1,1,1,1,2,1.16666666666667,0,"not-religious-spiritual",0,NA,"",54,"Vrouw",5,"other",6,FALSE,0.443861533980363
4,5,2,4,4,2,4,1,2,3,3,2,4,3,3,1,4,4,4,2,2,1,4,5,5,5,4,4,3.25,75,3,52,5,5,5,5,5,5,1,1,1,1,1,1,1,11,"not-religious-spiritual",54,2,"",49,"Vrouw",7,"other",6,FALSE,1.02615729881384
2,1,1,1,1,1,1,2,2,2,3,1,1,1,2,1,2,1,1,1,1,2,2,1,3,1,1,2,1.46428571428571,2,1,5,3,4,1,2,2,2.4,1,1,1,2,1,1,1.16666666666667,2,"not-religious-spiritual",15,8,"Christengemeenschap",33,"Man",8,"other",7,FALSE,2.90307752744117
3,1,1,2,2,1,2,1,2,2,2,1,1,1,4,1,2,1,1,2,1,2,2,2,1,1,1,2,1.60714285714286,19,1,31,4,3,3,3,3,3.2,1,1,1,1,1,1,1,20,"not-religious-not-spiritual",51,2,"",28,"Man",5,"other",7,FALSE,1.51759530752951
4,5,3,4,2,3,5,3,4,3,2,2,4,4,3,4,4,3,4,4,3,2,5,3,4,4,4,5,3.57142857142857,98,2,74,1,5,5,5,2,3.6,1,4,1,1,1,1,1.5,0,"religious-spiritual",99,1,"",53,"Vrouw",5,"other",7,FALSE,0.233593893464137
4,5,2,2,2,2,4,1,2,4,2,1,3,2,1,1,4,1,1,1,1,1,4,1,3,3,1,2,2.17857142857143,71,3,40,3,3,2,1,2,2.2,1,1,1,1,2,1,1.16666666666667,20,"not-religious-spiritual",0,NA,"",57,"Vrouw",5,"other",6,FALSE,0.545443374081446
2,2,1,2,2,1,2,2,4,2,3,2,2,2,2,1,3,1,1,1,1,1,3,1,3,1,1,1,1.78571428571429,40,4,40,3,2,1,2,2,2,1,1,1,1,2,1,1.16666666666667,50,"not-religious-spiritual",50,2,"",61,"Man",7,"big cities",6,FALSE,0.644330872644095
3,2,3,1,1,3,4,3,3,1,4,1,3,3,3,1,1,3,1,1,1,1,3,1,3,1,3,2,2.14285714285714,0,1,14,4,3,1,2,2,2.4,1,1,1,1,1,1,1,0,"religious-not-spiritual",100,4,"",54,"Man",7,"big cities",9,FALSE,0.26157524407037
1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,0,1,31,2,1,1,1,1,1.2,1,1,1,1,1,2,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",68,"Vrouw",5,"big cities",7,FALSE,0.398729114152925
2,2,1,2,1,1,2,4,1,2,2,2,1,1,4,2,3,1,1,4,4,1,2,1,4,1,1,1,1.92857142857143,30,1,45,5,3,2,2,3,3,1,1,2,1,2,2,1.5,35,"not-religious-not-spiritual",25,8,"Vanuit huis meegekregen protestants, echter vind ik een geloof bepalen hetzefde als een politieke partij kiezen. Het sluit nooit helemaal aan. Dus eigenlijk een beetje van alles.",21,"Man",6,"other",6,FALSE,2.87404783992808
3,3,1,3,4,2,3,2,1,3,4,3,5,1,2,1,3,1,3,3,2,1,3,1,2,1,3,2,2.35714285714286,56,2,71,5,3,2,4,4,3.6,1,1,1,1,1,3,1.33333333333333,40,"not-religious-not-spiritual",0,NA,"",64,"Man",5,"other",7,FALSE,0.96108819038889
2,2,2,1,2,2,2,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1,2,1,2,1,1,2,1.5,15,2,40,3,2,2,1,1,1.8,1,1,1,1,1,2,1.16666666666667,5,"religious-not-spiritual",4,1,"",61,"Vrouw",7,"other",8,FALSE,0.902337109938927
3,2,3,2,4,2,3,3,3,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2.46428571428571,10,1,25,4,3,3,1,3,2.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",63,"Man",6,"other",6,FALSE,0.870382363254941
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,0,1,22,2,4,1,1,1,1.8,1,1,1,1,1,1,1,10,"not-religious-not-spiritual",1,8,"geen/atheist",25,"Man",7,"other",7,FALSE,0.933990852416462
3,1,2,3,2,1,2,1,1,3,1,1,2,1,1,1,1,4,1,1,1,1,1,4,1,1,1,4,1.67857142857143,30,1,23,2,3,1,2,2,2,1,1,1,1,1,1,1,31,"religious-spiritual",85,2,"",41,"Vrouw",8,"other",7,FALSE,1.44808565187691
1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1.28571428571429,4,1,40,4,2,3,3,3,3,1,3,1,3,1,1,1.66666666666667,16,"not-religious-not-spiritual",0,NA,"",47,"Vrouw",8,"other",8,FALSE,1.90758415337958
2,3,3,2,5,2,3,2,3,3,3,2,1,2,4,1,3,1,2,2,1,1,2,2,3,2,3,2,2.32142857142857,60,1,70,4,5,5,2,3,3.8,1,2,1,1,2,1,1.33333333333333,60,"not-religious-not-spiritual",30,1,"",35,"Man",8,"other",8,FALSE,1.278478580287
3,3,3,2,2,1,2,3,1,2,3,2,4,2,1,1,2,3,1,1,1,1,2,2,2,2,1,2,1.96428571428571,20,1,40,4,4,2,2,3,3,1,1,1,1,1,NA,1,0,"not-religious-not-spiritual",0,NA,"",59,"Vrouw",7,"other",7,FALSE,0.533178706193155
1,1,2,1,3,1,1,3,1,1,3,3,3,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1.57142857142857,0,1,50,5,3,4,3,3,3.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",68,"Man",3,"big cities",8,FALSE,0.185567207418446
1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,1,1,1,1.21428571428571,0,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",43,"Vrouw",8,"other",8,FALSE,0.721228437003521
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,2,2,1,1,1.6,1,1,1,1,1,1,1,2,"religious-spiritual",91,2,"",64,"Vrouw",7,"big cities",9,FALSE,0.529650366678805
2,3,2,3,2,3,2,2,2,2,4,2,2,1,4,2,2,2,2,3,2,2,2,1,2,2,2,3,2.25,0,1,60,4,3,2,3,3,3,1,1,1,1,1,1,1,3,"religious-not-spiritual",31,1,"",22,"Vrouw",7,"other",8,FALSE,2.20796511940173
1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1.32142857142857,10,1,11,2,1,1,1,1,1.2,1,1,1,1,1,1,1,10,"religious-not-spiritual",61,2,"",66,"Man",4,"other",7,FALSE,0.722167193212217
3,3,1,2,4,1,3,2,2,2,1,2,4,1,3,1,1,3,4,1,4,1,1,5,4,3,1,5,2.42857142857143,20,1,50,4,4,3,3,4,3.6,1,1,1,1,3,1,1.33333333333333,20,"religious-spiritual",80,8,"Evangelische kerk",44,"Man",8,"other",8,FALSE,1.43703984150671
4,4,4,4,3,3,3,1,2,3,3,2,3,3,3,1,3,1,1,1,1,1,4,1,3,2,3,1,2.42857142857143,52,2,30,4,1,1,2,3,2.2,1,1,1,1,1,2,1.16666666666667,8,"not-religious-spiritual",17,7,"",52,"Vrouw",6,"other",5,FALSE,0.501819533619084
3,2,2,3,2,2,3,2,1,3,1,2,2,1,3,1,3,3,3,3,1,1,3,1,2,2,3,2,2.14285714285714,2,1,15,4,5,1,5,3,3.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",22,"Man",7,"other",7,FALSE,0.831586937956688
1,2,1,1,1,1,1,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.32142857142857,40,2,10,2,3,1,1,1,1.6,1,1,1,1,1,1,1,15,"religious-not-spiritual",62,1,"",57,"Man",8,"other",8,FALSE,0.333185063234531
2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,1,2,3,3,2,2,3,3,3,3,1,2,2,2.10714285714286,56,1,83,3,5,5,2,3,3.6,1,1,1,1,1,1,1,10,"not-religious-not-spiritual",0,NA,"",60,"Vrouw",3,"big cities",7,FALSE,0.369721859292269
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1.10714285714286,0,1,40,3,4,2,2,2,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",53,"Man",3,"other",4,FALSE,1.30404616239896
4,4,2,3,4,2,4,2,2,2,4,2,5,2,2,1,4,2,1,1,1,1,4,1,4,1,3,2,2.5,66,3,63,4,4,3,3,1,3,1,1,1,1,3,1,1.33333333333333,81,"not-religious-spiritual",3,8,"Humanisme",64,"Vrouw",6,"other",6,FALSE,0.397930763244534
